endpoint,endpoint_kind,target_host,target_port,resolved_ip,handshake_ok,failure,error_detail,rtt_ms,block_no,slots_behind_tip,at_tip,checked_at
dns:8.tcp.eu.ngrok.io,dns,8.tcp.eu.ngrok.io,24241,52.59.102.101,t,,,144.8,13865113,-38,t,2026-08-28 00:42:52+00
dns:8.tcp.eu.ngrok.io,dns,8.tcp.eu.ngrok.io,24241,18.198.52.32,t,,,144.49,13865113,-38,t,2026-08-28 00:42:52+00
dns:92a8429c.cardano-relay.herd.run,dns,92a8429c.cardano-relay.herd.run,1338,34.90.184.113,t,,,99.4,13865113,-38,t,2026-08-28 00:42:52+00
dns:93.159.134.157,dns,93.159.134.157,3001,93.159.134.157,t,,,125.69,13865113,-38,t,2026-08-28 00:42:52+00
dns:94c3c6d3.cardano-relay.herd.run,dns,94c3c6d3.cardano-relay.herd.run,1338,34.90.188.47,t,,,98.5,13865113,-38,t,2026-08-28 00:42:53+00
dns:94cc7304.cardano-relay.bison.run,dns,94cc7304.cardano-relay.bison.run,1338,34.251.104.162,t,,,105.57,13865113,-38,t,2026-08-28 00:42:53+00
dns:98.223.36.114,dns,98.223.36.114,3001,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:02:12+00
dns:9a956262.cardano-relay.bison.run,dns,9a956262.cardano-relay.bison.run,1338,34.245.95.30,t,,,110.57,13865113,-38,t,2026-08-28 00:42:56+00
dns:9dc533bf.cardano-relay.herd.run,dns,9dc533bf.cardano-relay.herd.run,1338,34.6.198.10,t,,,99.86,13865113,-38,t,2026-08-28 00:42:57+00
dns:a0e18895.cardano-relay.bison.run,dns,a0e18895.cardano-relay.bison.run,1338,108.129.194.200,t,,,106.8,13865113,-38,t,2026-08-28 00:42:57+00
dns:a1666f4c.cardano-relay.herd.run,dns,a1666f4c.cardano-relay.herd.run,1338,34.6.8.172,t,,,99.3,13865113,-38,t,2026-08-28 00:42:58+00
dns:a1.aotapool.online,dns,a1.aotapool.online,3000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:42:58+00
dns:a217673b.swiftcryptollc.com,dns,a217673b.swiftcryptollc.com,6060,72.86.46.175,t,,,28.03,13865113,-38,t,2026-08-28 00:42:58+00
dns:a2.aotapool.online,dns,a2.aotapool.online,3000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:42:58+00
dns:a5f2af9f.cardano-relay.bison.run,dns,a5f2af9f.cardano-relay.bison.run,1338,18.183.61.57,t,,,140.8,13865113,-38,t,2026-08-28 00:42:58+00
dns:a94da6a8.cardano-relay.bison.run,dns,a94da6a8.cardano-relay.bison.run,1338,54.246.29.47,t,,,104.01,13865113,-38,t,2026-08-28 00:42:58+00
dns:aclrelay1.cardanoland.com,dns,aclrelay1.cardanoland.com,6000,95.179.240.123,t,,,111.53,13865113,-38,t,2026-08-28 00:42:58+00
dns:aclrelay2.cardanoland.com,dns,aclrelay2.cardanoland.com,7000,64.23.241.192,t,,,47.87,13865113,-38,t,2026-08-28 00:42:58+00
dns:aclrelay3.cardanoland.com,dns,aclrelay3.cardanoland.com,8000,95.179.240.123,t,,,110.93,13865113,-38,t,2026-08-28 00:42:59+00
dns:aclrelay4.cardanoland.com,dns,aclrelay4.cardanoland.com,6000,95.179.240.123,t,,,107.45,13865113,-38,t,2026-08-28 00:42:59+00
dns:aclrelay5.cardanoland.com,dns,aclrelay5.cardanoland.com,7000,64.23.241.192,t,,,49.3,13865113,-38,t,2026-08-28 00:42:59+00
dns:aclrelay6.cardanoland.com,dns,aclrelay6.cardanoland.com,8000,95.179.240.123,t,,,105.37,13865113,0,t,2026-08-28 00:43:01+00
dns:ada01.chip-coin.com,dns,ada01.chip-coin.com,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:43:01+00
dns:ada01.coins2stake.com,dns,ada01.coins2stake.com,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:43:01+00
dns:ada01.mg4.ch,dns,ada01.mg4.ch,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:43:01+00
dns:ada02.coins2stake.com,dns,ada02.coins2stake.com,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:43:01+00
dns:ada03.coins2stake.com,dns,ada03.coins2stake.com,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:43:01+00
dns:ada10753.allnodes.me,dns,ada10753.allnodes.me,3001,169.155.169.150,t,,,109.13,13865113,0,t,2026-08-28 00:43:01+00
dns:ada12179.allnodes.me,dns,ada12179.allnodes.me,3001,169.155.44.109,t,,,109.26,13865113,0,t,2026-08-28 00:43:01+00
dns:ada1.chiplife.art,dns,ada1.chiplife.art,3001,,f,refused,Connection refused,,,,f,2026-08-28 01:02:12+00
dns:ada1.pmware.ca,dns,ada1.pmware.ca,3001,173.238.200.79,t,,,33.97,13865113,0,t,2026-08-28 00:43:01+00
dns:ada1relay.ipmcomputers.net,dns,ada1relay.ipmcomputers.net,6000,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:02:12+00
dns:ada1.saintevens.net,dns,ada1.saintevens.net,6000,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:02:12+00
dns:ada20364.allnodes.me,dns,ada20364.allnodes.me,3001,134.65.195.123,t,,,27.44,13865113,0,t,2026-08-28 00:43:01+00
dns:ada21853.allnodes.me,dns,ada21853.allnodes.me,3001,169.155.47.167,t,,,25.51,13865113,0,t,2026-08-28 00:43:01+00
dns:ada2.chiplife.art,dns,ada2.chiplife.art,3001,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:43:02+00
dns:ada2.pmware.ca,dns,ada2.pmware.ca,3002,173.238.200.79,t,,,27.72,13865113,0,t,2026-08-28 00:43:02+00
dns:adaboy-mainnet-1a.gleeze.com,dns,adaboy-mainnet-1a.gleeze.com,6000,24.192.179.116,t,,,20.48,13865113,0,t,2026-08-28 00:43:02+00
dns:adaboy-mainnet-2a.gleeze.com,dns,adaboy-mainnet-2a.gleeze.com,6000,24.192.179.116,t,,,24.38,13865113,0,t,2026-08-28 00:43:03+00
dns:adaboy-mainnet-3a.gleeze.com,dns,adaboy-mainnet-3a.gleeze.com,6000,98.30.206.1,t,,,36.62,13865113,0,t,2026-08-28 00:43:03+00
dns:adac0-relays.ada-connect.com,dns,adac0-relays.ada-connect.com,3001,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:43:03+00
dns:ada.mainnet.relay.pl.monedacloud.io,dns,ada.mainnet.relay.pl.monedacloud.io,6001,73.125.151.7,t,,,53.31,13865113,0,t,2026-08-28 00:43:03+00
dns:ada.mainnet.relay-sec.pl.monedacloud.io,dns,ada.mainnet.relay-sec.pl.monedacloud.io,6002,73.28.123.109,t,,,49.08,13865113,0,t,2026-08-28 00:43:03+00
dns:ada-mn-relay01.cloud050.com,dns,ada-mn-relay01.cloud050.com,6001,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:43:03+00
dns:ada-mn-relay02.cloud050.com,dns,ada-mn-relay02.cloud050.com,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:43:03+00
dns:adanode01.blockspaces.us,dns,adanode01.blockspaces.us,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:43:03+00
dns:adanode02.blockspaces.us,dns,adanode02.blockspaces.us,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:43:03+00
dns:ada-node1.mipool.one,dns,ada-node1.mipool.one,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:43:03+00
dns:adapies.asuscomm.com,dns,adapies.asuscomm.com,3002,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:02:12+00
dns:adapies.asuscomm.com,dns,adapies.asuscomm.com,3003,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:02:12+00
dns:adapool.hicoin.ca,dns,adapool.hicoin.ca,6000,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:02:12+00
dns:adaprkl.ddns.net,dns,adaprkl.ddns.net,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:43:03+00
dns:ada-r1.kapybara.io,dns,ada-r1.kapybara.io,6000,125.229.192.148,t,,,180.9,13865113,0,t,2026-08-28 00:43:03+00
dns:adar1.onefathom.com,dns,adar1.onefathom.com,6000,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:02:12+00
dns:adar1.stakit.io,dns,adar1.stakit.io,30500,57.129.148.102,t,,,144.72,13865113,0,t,2026-08-28 00:43:05+00
dns:adar2.onefathom.com,dns,adar2.onefathom.com,6000,142.111.51.77,t,,,27.26,13865113,0,t,2026-08-28 00:43:05+00
dns:adar2.stakit.io,dns,adar2.stakit.io,30501,57.129.148.102,t,,,146.18,13865113,0,t,2026-08-28 00:43:06+00
dns:adar3.onefathom.com,dns,adar3.onefathom.com,6000,192.225.216.60,t,,,26.54,13865113,0,t,2026-08-28 00:43:07+00
dns:adar3.tobg.services,dns,adar3.tobg.services,30500,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:02:12+00
dns:adarel01.staking.family,dns,adarel01.staking.family,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:43:07+00
dns:ada-relay01.biglazycat.com,dns,ada-relay01.biglazycat.com,6000,23.91.85.93,t,,,24.91,13865113,0,t,2026-08-28 00:43:07+00
dns:adarelay01-hz.keen.world,dns,adarelay01-hz.keen.world,8880,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:43:07+00
dns:ada-relay01.symmcom.com,dns,ada-relay01.symmcom.com,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:43:07+00
dns:ada-relay02.biglazycat.com,dns,ada-relay02.biglazycat.com,6000,23.91.85.91,t,,,32.84,13865113,0,t,2026-08-28 00:43:07+00
dns:adarelay02-hz.keen.world,dns,adarelay02-hz.keen.world,8880,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:43:07+00
dns:ada-relay02.symmcom.com,dns,ada-relay02.symmcom.com,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:43:07+00
dns:ada-relay03.biglazycat.com,dns,ada-relay03.biglazycat.com,6000,72.38.77.162,t,,,30.43,13865113,0,t,2026-08-28 00:43:07+00
dns:adarelay1.duckdns.org,dns,adarelay1.duckdns.org,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:43:07+00
dns:adarelay1.guarda.com,dns,adarelay1.guarda.com,6000,195.201.243.24,t,,,119.01,10781330,62650665,f,2026-08-28 00:43:07+00
dns:adarelay1.portocripto.io,dns,adarelay1.portocripto.io,3004,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:02:12+00
dns:adarelay1.pureland.live,dns,adarelay1.pureland.live,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:43:07+00
dns:ada-relay1.stake-pool.online,dns,ada-relay1.stake-pool.online,3001,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:02:12+00
dns:ada-relay-1.theblueprint.xyz,dns,ada-relay-1.theblueprint.xyz,3001,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:02:12+00
dns:adarelay2.guarda.com,dns,adarelay2.guarda.com,6000,195.201.243.24,t,,,116.77,10781330,62650665,f,2026-08-28 00:43:07+00
dns:adarelay2.portocripto.io,dns,adarelay2.portocripto.io,3005,137.131.161.232,t,,,141.08,13865113,0,t,2026-08-28 00:43:07+00
dns:ada-relay2.stake-pool.online,dns,ada-relay2.stake-pool.online,3001,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:02:12+00
dns:ada-relay.jerypto.io,dns,ada-relay.jerypto.io,3001,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:43:07+00
dns:adarelay-m-1.nanyka.com,dns,adarelay-m-1.nanyka.com,1856,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:02:12+00
dns:adarelay-m-2.nanyka.com,dns,adarelay-m-2.nanyka.com,1857,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:02:12+00
dns:ada-relaynode1.coinstash.io,dns,ada-relaynode1.coinstash.io,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:43:07+00
dns:adarelay.schroeffu.ch,dns,adarelay.schroeffu.ch,3001,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:02:12+00
dns:ada-rln-01.ankerpool.com,dns,ada-rln-01.ankerpool.com,6001,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:43:08+00
dns:ada-rln-02.ankerpool.com,dns,ada-rln-02.ankerpool.com,6002,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:43:08+00
dns:ada-rn-01.fox-staking.com,dns,ada-rn-01.fox-staking.com,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:43:08+00
dns:ada-rn01.mycointainer.com,dns,ada-rn01.mycointainer.com,6000,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:02:12+00
dns:ada-rn-02.fox-staking.com,dns,ada-rn-02.fox-staking.com,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:43:08+00
dns:ada-rn02.mycointainer.com,dns,ada-rn02.mycointainer.com,6000,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:02:13+00
dns:adar-relay1.freeddns.org,dns,adar-relay1.freeddns.org,3001,207.55.102.76,t,,,73.37,13865113,0,t,2026-08-28 00:43:08+00
dns:adasrn24x7.ddns.net,dns,adasrn24x7.ddns.net,3001,121.121.152.227,t,,,254.81,13865113,0,t,2026-08-28 00:43:08+00
dns:adasrn24x7.ddns.net,dns,adasrn24x7.ddns.net,3001,129.150.63.38,t,,,260.09,13865113,0,t,2026-08-28 00:43:08+00
dns:adasrn24x7.ddns.net,dns,adasrn24x7.ddns.net,3002,129.150.63.38,t,,,226.64,13865113,0,t,2026-08-28 00:43:08+00
dns:adasrn24x7.ddns.net,dns,adasrn24x7.ddns.net,3002,121.121.152.227,t,,,272.06,13865113,0,t,2026-08-28 00:43:08+00
dns:adastakingrelay.equinoxfunds.com,dns,adastakingrelay.equinoxfunds.com,6000,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:02:15+00
dns:adc50bac.cardano-relay.bison.run,dns,adc50bac.cardano-relay.bison.run,1338,18.202.167.29,t,,,105.19,13865113,0,t,2026-08-28 00:43:09+00
dns:add.noctilu.de,dns,add.noctilu.de,3001,209.145.57.199,t,,,11.98,13695758,3466737,f,2026-08-28 00:43:10+00
dns:adopt.adafrog.io,dns,adopt.adafrog.io,3728,173.212.246.6,t,,,111.38,13865113,0,t,2026-08-28 00:43:10+00
dns:adopt.adafrog.io,dns,adopt.adafrog.io,3728,156.67.25.80,t,,,268.7,13865113,0,t,2026-08-28 00:43:10+00
dns:adopt.adafrog.io,dns,adopt.adafrog.io,3728,86.48.26.178,t,,,28.81,13865113,0,t,2026-08-28 00:43:10+00
dns:adrelay.hawak.cloud,dns,adrelay.hawak.cloud,3002,98.240.145.200,t,,,31.69,13865113,0,t,2026-08-28 00:43:12+00
dns:aginianrelay1.noahsark.foundation,dns,aginianrelay1.noahsark.foundation,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:43:12+00
dns:aginianrelay2.noahsark.foundation,dns,aginianrelay2.noahsark.foundation,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:43:12+00
dns:aiada.duckdns.org,dns,aiada.duckdns.org,3001,168.210.133.229,t,,,269.06,13865113,0,t,2026-08-28 00:43:12+00
dns:aijckf.2898158.xyz,dns,aijckf.2898158.xyz,6000,5.161.181.208,t,,,26.49,13695758,3466737,f,2026-08-28 00:43:12+00
dns:aionrelay1.duckdns.org,dns,aionrelay1.duckdns.org,3000,188.112.19.37,t,,,130.04,13865113,0,t,2026-08-28 00:43:12+00
dns:alex.rushpools.com,dns,alex.rushpools.com,6001,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:02:15+00
dns:alllyn.6781232.xyz,dns,alllyn.6781232.xyz,6000,5.161.181.208,t,,,109.95,13695758,3466737,f,2026-08-28 00:43:12+00
dns:aloha.anonaf.com,dns,aloha.anonaf.com,3333,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:43:12+00
dns:amb.eth7.net,dns,amb.eth7.net,3009,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:02:17+00
dns:amset.fritz-stake-pool.com,dns,amset.fritz-stake-pool.com,6000,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:02:18+00
dns:ams.wavespool.io,dns,ams.wavespool.io,6001,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:43:12+00
dns:antrix-blockchain.com,dns,antrix-blockchain.com,3001,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:43:12+00
dns:antrix-blockchain.com,dns,antrix-blockchain.com,3002,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:43:12+00
dns:aqldec.2430957.xyz,dns,aqldec.2430957.xyz,6000,5.161.181.208,t,,,43.21,13695758,3466737,f,2026-08-28 00:43:12+00
dns:a-r1.elitestakepool.com,dns,a-r1.elitestakepool.com,7011,,f,no_route,Host is unreachable,,,,f,2026-08-28 01:02:22+00
dns:a-r2.elitestakepool.com,dns,a-r2.elitestakepool.com,7012,,f,no_route,Host is unreachable,,,,f,2026-08-28 01:02:25+00
dns:aratz-cardano.adaone.com,dns,aratz-cardano.adaone.com,3000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:43:12+00
dns:artemisrelay1.uk,dns,artemisrelay1.uk,6002,81.174.170.134,t,,,103.47,13865113,0,t,2026-08-28 00:43:12+00
dns:artzpool.com,dns,artzpool.com,3001,104.34.36.137,t,,,78.76,13865113,0,t,2026-08-28 00:43:12+00
dns:asia.jazzstakepool.net,dns,asia.jazzstakepool.net,3001,3.135.36.46,t,,,13.54,13865113,0,t,2026-08-28 00:43:12+00
dns:asia-pacific-japan.popsp.net,dns,asia-pacific-japan.popsp.net,3001,,f,refused,Connection refused,,,,f,2026-08-28 01:02:28+00
dns:asia-pacific-relay.jpn-sp.net,dns,asia-pacific-relay.jpn-sp.net,3001,15.207.57.167,t,,,259.01,13865113,0,t,2026-08-28 00:43:12+00
dns:asia-pacific-zzzrelay.zzzpool.net,dns,asia-pacific-zzzrelay.zzzpool.net,3001,,f,refused,Connection refused,,,,f,2026-08-28 01:02:28+00
dns:asia.relay.dual.systems,dns,asia.relay.dual.systems,3001,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:43:13+00
dns:asn-relay2.ddnsguru.com,dns,asn-relay2.ddnsguru.com,3001,81.0.85.48,t,,,138.5,13865113,0,t,2026-08-28 00:43:13+00
dns:aspire.kiwipool.org,dns,aspire.kiwipool.org,9630,152.53.3.135,t,,,127.73,13865113,0,t,2026-08-28 00:43:13+00
dns:atlantis-de.cardano.best,dns,atlantis-de.cardano.best,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:43:14+00
dns:atlantis.fluxpool.cc,dns,atlantis.fluxpool.cc,6000,,f,no_route,Host is unreachable,,,,f,2026-08-28 01:02:29+00
dns:atlantis-fr.cardano.best,dns,atlantis-fr.cardano.best,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:43:14+00
dns:atlazkoin.duckdns.org,dns,atlazkoin.duckdns.org,3001,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:02:32+00
dns:ava1.sytes.net,dns,ava1.sytes.net,6000,,f,no_route,Host is unreachable,,,,f,2026-08-28 01:02:52+00
dns:ava1.sytes.net,dns,ava1.sytes.net,6002,74.67.179.179,t,,,27.42,13865113,0,t,2026-08-28 00:43:15+00
dns:avoc.ddns.net,dns,avoc.ddns.net,11017,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:02:52+00
dns:b2skmzsgh14lvmgl.myfritz.net,dns,b2skmzsgh14lvmgl.myfritz.net,6000,,f,no_route,Host is unreachable,,,,f,2026-08-28 01:02:52+00
dns:b3bbbcac.cardano-relay.bison.run,dns,b3bbbcac.cardano-relay.bison.run,1338,57.181.176.134,t,,,152.5,13865113,0,t,2026-08-28 00:43:15+00
dns:b3e201f4.cardano-relay.bison.run,dns,b3e201f4.cardano-relay.bison.run,1338,13.115.254.111,t,,,144.92,13865113,0,t,2026-08-28 00:43:16+00
dns:backbone.cardano.iog.io,dns,backbone.cardano.iog.io,3001,34.214.24.177,t,,,51.72,13865113,0,t,2026-08-28 00:43:16+00
dns:backbone.cardano.iog.io,dns,backbone.cardano.iog.io,3001,3.15.67.21,t,,,14.03,13865113,0,t,2026-08-28 00:43:16+00
dns:backbone.cardano.iog.io,dns,backbone.cardano.iog.io,3001,3.135.125.51,t,,,14.48,13865113,0,t,2026-08-28 00:43:16+00
dns:backbone.cardano.iog.io,dns,backbone.cardano.iog.io,3001,3.120.106.33,t,,,105.77,13865113,0,t,2026-08-28 00:43:16+00
dns:backbone.cardano.iog.io,dns,backbone.cardano.iog.io,3001,13.41.234.173,t,,,90.17,13865113,0,t,2026-08-28 00:43:16+00
dns:backbone.cardano.iog.io,dns,backbone.cardano.iog.io,3001,35.177.184.223,t,,,92.5,13865113,0,t,2026-08-28 00:43:16+00
dns:backbone.cardano.iog.io,dns,backbone.cardano.iog.io,3001,34.216.201.242,t,,,56.86,13865113,0,t,2026-08-28 00:43:16+00
dns:backbone.cardano.iog.io,dns,backbone.cardano.iog.io,3001,3.77.115.8,t,,,117.19,13865113,0,t,2026-08-28 00:43:16+00
dns:backbone.mainnet.cardanofoundation.org,dns,backbone.mainnet.cardanofoundation.org,3001,195.49.96.164,t,,,119.45,13865113,0,t,2026-08-28 00:43:16+00
dns:backbone.mainnet.emurgornd.com,dns,backbone.mainnet.emurgornd.com,3001,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:43:17+00
dns:backup-cloud-relay.stakepool.quebec,dns,backup-cloud-relay.stakepool.quebec,6000,76.65.137.78,t,,,31.49,13865113,0,t,2026-08-28 00:43:17+00
dns:badunlucky.duckdns.org,dns,badunlucky.duckdns.org,6001,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:02:52+00
dns:bat-relay0.duckdns.org,dns,bat-relay0.duckdns.org,3001,216.232.137.98,t,,,52.9,13865113,0,t,2026-08-28 00:43:17+00
dns:bat-relay1.duckdns.org,dns,bat-relay1.duckdns.org,3003,216.232.137.98,t,,,54.02,13865113,0,t,2026-08-28 00:43:17+00
dns:bb78d57d.cardano-relay.bison.run,dns,bb78d57d.cardano-relay.bison.run,1338,18.201.156.195,t,,,104.94,13865113,0,t,2026-08-28 00:43:17+00
dns:bd-cardano-main-relay-12-a.bdnodes.net,dns,bd-cardano-main-relay-12-a.bdnodes.net,6000,35.214.136.7,t,,,114.22,13865113,0,t,2026-08-28 00:43:17+00
dns:bd-cardano-main-relay-12-b.bdnodes.net,dns,bd-cardano-main-relay-12-b.bdnodes.net,6000,35.214.227.207,t,,,114.7,13865113,0,t,2026-08-28 00:43:17+00
dns:bd-cardano-main-relay-2-a.bdnodes.net,dns,bd-cardano-main-relay-2-a.bdnodes.net,6000,35.215.183.240,t,,,186.0,13865113,0,t,2026-08-28 00:43:18+00
dns:bd-cardano-main-relay-5-a.bdnodes.net,dns,bd-cardano-main-relay-5-a.bdnodes.net,6000,35.214.170.117,t,,,116.37,13865113,0,t,2026-08-28 00:43:18+00
dns:bd-cardano-main-relay-5-b.bdnodes.net,dns,bd-cardano-main-relay-5-b.bdnodes.net,6000,35.214.224.111,t,,,107.27,13865113,0,t,2026-08-28 00:43:18+00
dns:beadapool2.ddns.net,dns,beadapool2.ddns.net,6000,130.61.130.107,t,,,107.7,13865113,0,t,2026-08-28 00:43:18+00
dns:beadapool3.ddns.net,dns,beadapool3.ddns.net,6000,140.238.157.78,t,,,27.84,13865113,0,t,2026-08-28 00:43:18+00
dns:beadapool.ddns.net,dns,beadapool.ddns.net,6000,84.195.100.103,t,,,124.53,13865113,0,t,2026-08-28 00:43:19+00
dns:beaver.xodo.pro,dns,beaver.xodo.pro,3001,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:02:52+00
dns:behemothpool2.ddns.net,dns,behemothpool2.ddns.net,6001,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:43:21+00
dns:behemothpool.ddns.net,dns,behemothpool.ddns.net,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:43:21+00
dns:benitoite-rohan-d68b9.cardano.bdnodes.net,dns,benitoite-rohan-d68b9.cardano.bdnodes.net,6000,35.210.144.202,t,,,106.36,13865113,0,t,2026-08-28 00:43:21+00
dns:bernoy.6781232.xyz,dns,bernoy.6781232.xyz,6000,5.161.181.208,t,,,42.79,13695758,3466737,f,2026-08-28 00:43:21+00
dns:billie.ada-swing.net,dns,billie.ada-swing.net,6001,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:02:52+00
dns:birdyrelaystakepool.ddns.net,dns,birdyrelaystakepool.ddns.net,6000,,f,no_route,Host is unreachable,,,,f,2026-08-28 01:02:52+00
